Category	English	Chinese	Path
BUILDINGS.PREFABS	Conveyor Receptacle	輸送帶存儲箱	STRINGS.BUILDINGS.PREFABS.SOLIDCONDUITOUTBOX.NAME
BUILDINGS.PREFABS	Conveyor Rail Thermo Sensor	輸送帶溫度感測器	STRINGS.BUILDINGS.PREFABS.SOLIDCONDUITTEMPERATURESENSOR.NAME
BUILDINGS.PREFABS	Solid Filter	固體篩選器	STRINGS.BUILDINGS.PREFABS.SOLIDFILTER.NAME
BUILDINGS.PREFABS	Conveyor Meter	輸送帶計量閥	STRINGS.BUILDINGS.PREFABS.SOLIDLIMITVALVE.NAME
BUILDINGS.PREFABS	Conveyor Shutoff	輸送帶開關閥	STRINGS.BUILDINGS.PREFABS.SOLIDLOGICVALVE.NAME
BUILDINGS.PREFABS	Auto-Sweeper	自動手臂	STRINGS.BUILDINGS.PREFABS.SOLIDTRANSFERARM.NAME
BUILDINGS.PREFABS	Conveyor Chute	輸送帶滑道	STRINGS.BUILDINGS.PREFABS.SOLIDVENT.NAME
BUILDINGS.PREFABS	Space Heater	暖氣機	STRINGS.BUILDINGS.PREFABS.SPACEHEATER.NAME
BUILDINGS.PREFABS	Biological Cargo Bay	生物貨艙	STRINGS.BUILDINGS.PREFABS.SPECIALCARGOBAY.NAME
BUILDINGS.PREFABS	Critter Cargo Bay	小動物貨艙	STRINGS.BUILDINGS.PREFABS.SPECIALCARGOBAYCLUSTER.NAME
BUILDINGS.PREFABS	Spice Grinder	香料研磨器	STRINGS.BUILDINGS.PREFABS.SPICEGRINDER.NAME
BUILDINGS.PREFABS	Slug Egg	電氣蛞蝓蛋	STRINGS.BUILDINGS.PREFABS.STATERPILLAREGG.NAME
BUILDINGS.PREFABS	Plug Slug	電氣蛞蝓	STRINGS.BUILDINGS.PREFABS.STATERPILLARGENERATOR.NAME
BUILDINGS.PREFABS	Steam Engine	蒸氣引擎	STRINGS.BUILDINGS.PREFABS.STEAMENGINE.NAME
BUILDINGS.PREFABS	[DEPRECATED] Steam Turbine	[廢棄的] 蒸氣渦輪機	STRINGS.BUILDINGS.PREFABS.STEAMTURBINE.NAME
BUILDINGS.PREFABS	Steam Turbine	蒸氣渦輪機	STRINGS.BUILDINGS.PREFABS.STEAMTURBINE2.NAME
BUILDINGS.PREFABS	Sticker Bomb	貼紙炸彈	STRINGS.BUILDINGS.PREFABS.STICKERBOMB.NAME
BUILDINGS.PREFABS	Storage Bin	儲存箱	STRINGS.BUILDINGS.PREFABS.STORAGELOCKER.NAME
BUILDINGS.PREFABS	Smart Storage Bin	智慧儲存箱	STRINGS.BUILDINGS.PREFABS.STORAGELOCKERSMART.NAME
BUILDINGS.PREFABS	Storage Tile	儲存磚	STRINGS.BUILDINGS.PREFABS.STORAGETILE.NAME
BUILDINGS.PREFABS	Sublimation Station	昇華機	STRINGS.BUILDINGS.PREFABS.SUBLIMATIONSTATION.NAME
BUILDINGS.PREFABS	Sugar Engine	糖引擎	STRINGS.BUILDINGS.PREFABS.SUGARENGINE.NAME
BUILDINGS.PREFABS	Exosuit Forge	太空衣工廠	STRINGS.BUILDINGS.PREFABS.SUITFABRICATOR.NAME
BUILDINGS.PREFABS	Atmo Suit Dock	太空衣存放櫃	STRINGS.BUILDINGS.PREFABS.SUITLOCKER.NAME
BUILDINGS.PREFABS	Atmo Suit Checkpoint	太空衣檢查點	STRINGS.BUILDINGS.PREFABS.SUITMARKER.NAME
BUILDINGS.PREFABS	Sun Lamp	日光燈	STRINGS.BUILDINGS.PREFABS.SUNLAMP.NAME
BUILDINGS.PREFABS	Molecular Forge	分子冶煉廠	STRINGS.BUILDINGS.PREFABS.SUPERMATERIALREFINERY.NAME
BUILDINGS.PREFABS	Sushi Bar	壽司臺	STRINGS.BUILDINGS.PREFABS.SUSHIBAR.NAME
BUILDINGS.PREFABS	Sweepy's Dock	清潔櫃	STRINGS.BUILDINGS.PREFABS.SWEEPBOTSTATION.NAME
BUILDINGS.PREFABS	Switch	開關	STRINGS.BUILDINGS.PREFABS.SWITCH.NAME
BUILDINGS.PREFABS	Party Line Phone	派對專線電話	STRINGS.BUILDINGS.PREFABS.TELEPHONE.NAME
BUILDINGS.PREFABS	Teleporter Pad	傳送台	STRINGS.BUILDINGS.PREFABS.TELEPORTALPAD.NAME
BUILDINGS.PREFABS	Thermo Switch	溫控開關	STRINGS.BUILDINGS.PREFABS.TEMPERATURECONTROLLEDSWITCH.NAME
BUILDINGS.PREFABS	Temporal Tear Opener	時空裂縫開啟器	STRINGS.BUILDINGS.PREFABS.TEMPORALTEAROPENER.NAME
BUILDINGS.PREFABS	Tempshift Plate	散熱板	STRINGS.BUILDINGS.PREFABS.THERMALBLOCK.NAME
BUILDINGS.PREFABS	Tile	磚塊	STRINGS.BUILDINGS.PREFABS.TILE.NAME
BUILDINGS.PREFABS	Sight-Seeing Module	觀光模組	STRINGS.BUILDINGS.PREFABS.TOURISTMODULE.NAME
BUILDINGS.PREFABS	Transit Tube	運輸管道	STRINGS.BUILDINGS.PREFABS.TRAVELTUBE.NAME
BUILDINGS.PREFABS	Transit Tube Access	運輸站	STRINGS.BUILDINGS.PREFABS.TRAVELTUBEENTRANCE.NAME
BUILDINGS.PREFABS	Transit Tube Crossing	運輸管連接磚	STRINGS.BUILDINGS.PREFABS.TRAVELTUBEWALLBRIDGE.NAME
BUILDINGS.PREFABS	Empty Rocket Module	火箭模組空位	STRINGS.BUILDINGS.PREFABS.UNCONSTRUCTEDROCKETMODULE.NAME
BUILDINGS.PREFABS	Breathing Station	呼吸站	STRINGS.BUILDINGS.PREFABS.UNDERWATERBREATHINGSTATION.NAME
BUILDINGS.PREFABS	Aquatic Critter Condo	水生生物公寓	STRINGS.BUILDINGS.PREFABS.UNDERWATERCRITTERCONDO.NAME
BUILDINGS.PREFABS	Aquatic Critter Fountain	水生小動物直飲器	STRINGS.BUILDINGS.PREFABS.UNDERWATERMILKFEEDER.NAME
BUILDINGS.PREFABS	Aquatic Milking Station	水生擠奶站	STRINGS.BUILDINGS.PREFABS.UNDERWATERMILKINGSTATION.NAME
BUILDINGS.PREFABS	Aquatic Grooming Station	水生梳理站	STRINGS.BUILDINGS.PREFABS.UNDERWATERRANCHSTATION.NAME
BUILDINGS.PREFABS	Aquatic Shearing Station	水生修剪站	STRINGS.BUILDINGS.PREFABS.UNDERWATERSHEARINGSTATION.NAME
BUILDINGS.PREFABS	Marine Drill	海洋鑽機	STRINGS.BUILDINGS.PREFABS.UNDERWATERVENTDRILL.NAME
BUILDINGS.PREFABS	Uranium Centrifuge	鈾離心機	STRINGS.BUILDINGS.PREFABS.URANIUMCENTRIFUGE.NAME
BUILDINGS.PREFABS	Vending Machine	自動販賣機	STRINGS.BUILDINGS.PREFABS.VENDINGMACHINE.NAME
BUILDINGS.PREFABS	Vertical Wind Tunnel	垂直風洞機	STRINGS.BUILDINGS.PREFABS.VERTICALWINDTUNNEL.NAME
BUILDINGS.PREFABS	Wall Toilet	壁掛馬桶	STRINGS.BUILDINGS.PREFABS.WALLTOILET.NAME
BUILDINGS.PREFABS	Supply Teleporter Output	補給接收器	STRINGS.BUILDINGS.PREFABS.WARPCONDUITRECEIVER.NAME
BUILDINGS.PREFABS	Supply Teleporter Input	補給傳送器	STRINGS.BUILDINGS.PREFABS.WARPCONDUITSENDER.NAME
BUILDINGS.PREFABS	Teleporter Transmitter	傳送發射裝置	STRINGS.BUILDINGS.PREFABS.WARPPORTAL.NAME
BUILDINGS.PREFABS	Teleporter Receiver	傳送接收裝置	STRINGS.BUILDINGS.PREFABS.WARPRECEIVER.NAME
BUILDINGS.PREFABS	Wash Basin	洗手盆	STRINGS.BUILDINGS.PREFABS.WASHBASIN.NAME
BUILDINGS.PREFABS	Sink	洗手台	STRINGS.BUILDINGS.PREFABS.WASHSINK.NAME
BUILDINGS.PREFABS	Water Cooler	飲水機	STRINGS.BUILDINGS.PREFABS.WATERCOOLER.NAME
BUILDINGS.PREFABS	Water Sieve	淨水器	STRINGS.BUILDINGS.PREFABS.WATERPURIFIER.NAME
BUILDINGS.PREFABS	Wide Hydroponic Farm	寬水耕磚	STRINGS.BUILDINGS.PREFABS.WIDEFARMTILE.NAME
BUILDINGS.PREFABS	Wire	電線	STRINGS.BUILDINGS.PREFABS.WIRE.NAME
BUILDINGS.PREFABS	Wire Bridge	電線橋接器	STRINGS.BUILDINGS.PREFABS.WIREBRIDGE.NAME
BUILDINGS.PREFABS	Heavi-Watt Joint Plate	高壓電連接板	STRINGS.BUILDINGS.PREFABS.WIREBRIDGEHIGHWATTAGE.NAME
BUILDINGS.PREFABS	Conductive Wire	導線	STRINGS.BUILDINGS.PREFABS.WIREREFINED.NAME
BUILDINGS.PREFABS	Conductive Wire Bridge	導線橋接器	STRINGS.BUILDINGS.PREFABS.WIREREFINEDBRIDGE.NAME
BUILDINGS.PREFABS	Heavi-Watt Conductive Joint Plate	高壓導線連接板	STRINGS.BUILDINGS.PREFABS.WIREREFINEDBRIDGEHIGHWATTAGE.NAME
BUILDINGS.PREFABS	Heavi-Watt Conductive Wire	高壓導線	STRINGS.BUILDINGS.PREFABS.WIREREFINEDHIGHWATTAGE.NAME
BUILDINGS.PREFABS	Insulated Conductive Wire	絕緣導線	STRINGS.BUILDINGS.PREFABS.WIRERUBBER.NAME
BUILDINGS.PREFABS	Insulated Conductive Wire Bridge	絕緣導線橋	STRINGS.BUILDINGS.PREFABS.WIRERUBBERBRIDGE.NAME
BUILDINGS.PREFABS	Wicker Door	柳條門	STRINGS.BUILDINGS.PREFABS.WOODENDOOR.NAME
BUILDINGS.PREFABS	Wood Burner	木材發電機	STRINGS.BUILDINGS.PREFABS.WOODGASGENERATOR.NAME
BUILDINGS.PREFABS	Wood Block	木雕塑塊	STRINGS.BUILDINGS.PREFABS.WOODSCULPTURE.NAME
BUILDINGS.PREFABS	Wood Pile	木材堆	STRINGS.BUILDINGS.PREFABS.WOODSTORAGE.NAME
BUILDINGS.PREFABS	Wood Tile	木磚	STRINGS.BUILDINGS.PREFABS.WOODTILE.NAME
BUILDINGS.REPAIRABLE	Disable Autorepair	停用自動修理	STRINGS.BUILDINGS.REPAIRABLE.DISABLE_AUTOREPAIR.NAME
BUILDINGS.REPAIRABLE	Enable Autorepair	啟用自動修理	STRINGS.BUILDINGS.REPAIRABLE.ENABLE_AUTOREPAIR.NAME
CLUSTER_NAMES.AQUATIC_BASE_CLUSTER	Marinea	汪洋星	STRINGS.CLUSTER_NAMES.AQUATIC_BASE_CLUSTER.NAME
CLUSTER_NAMES.AQUATIC_CLASSIC_CLUSTER	Marinea Cluster	汪洋星星群	STRINGS.CLUSTER_NAMES.AQUATIC_CLASSIC_CLUSTER.NAME
CLUSTER_NAMES.AQUATIC_SPACEDOUT_CLUSTER	Marinea Minor Cluster	小汪洋星團	STRINGS.CLUSTER_NAMES.AQUATIC_SPACEDOUT_CLUSTER.NAME
CLUSTER_NAMES.CERES_BASE_CLUSTER	Ceres	穀神星	STRINGS.CLUSTER_NAMES.CERES_BASE_CLUSTER.NAME
CLUSTER_NAMES.CERES_BASE_SHATTERED_CLUSTER	Blasted Ceres	被炸毀的穀神星	STRINGS.CLUSTER_NAMES.CERES_BASE_SHATTERED_CLUSTER.NAME
CLUSTER_NAMES.CERES_CLASSIC_CLUSTER	Ceres Cluster	穀神星團	STRINGS.CLUSTER_NAMES.CERES_CLASSIC_CLUSTER.NAME
CLUSTER_NAMES.CERES_CLASSIC_SHATTERED_CLUSTER	Blasted Ceres Cluster	被炸毀的穀神星團	STRINGS.CLUSTER_NAMES.CERES_CLASSIC_SHATTERED_CLUSTER.NAME
CLUSTER_NAMES.CERES_SPACEDOUT_CLUSTER	Ceres Minor Cluster	小穀神星團	STRINGS.CLUSTER_NAMES.CERES_SPACEDOUT_CLUSTER.NAME
CLUSTER_NAMES.CERES_SPACEDOUT_SHATTERED_CLUSTER	Mini Cluster - Ceres Mantle	迷你星團－穀神星地幔	STRINGS.CLUSTER_NAMES.CERES_SPACEDOUT_SHATTERED_CLUSTER.NAME
CLUSTER_NAMES.DEFAULT	Single World	單一世界	STRINGS.CLUSTER_NAMES.DEFAULT.NAME
CLUSTER_NAMES.FOREST_START_CLUSTER	Folia Cluster	森林星團	STRINGS.CLUSTER_NAMES.FOREST_START_CLUSTER.NAME
CLUSTER_NAMES.MILKYWAY	Planetary System	行星系統	STRINGS.CLUSTER_NAMES.MILKYWAY.NAME
CLUSTER_NAMES.MINICLUSTER_BADLANDSSTART	Moonlet Cluster - The Desolands	衛星星團－荒涼星	STRINGS.CLUSTER_NAMES.MINICLUSTER_BADLANDSSTART.NAME
CLUSTER_NAMES.MINICLUSTER_FLIPPEDSTART	Moonlet Cluster - Flipped	衛星星團－顛倒星	STRINGS.CLUSTER_NAMES.MINICLUSTER_FLIPPEDSTART.NAME
CLUSTER_NAMES.MINICLUSTER_FORESTFROZENSTART	Moonlet Cluster - Frozen Forest	衛星星團－冰凍森林	STRINGS.CLUSTER_NAMES.MINICLUSTER_FORESTFROZENSTART.NAME
CLUSTER_NAMES.MINICLUSTER_METALLICSWAMPYSTART	Moonlet Cluster - Metallic Swampy	衛星星團－金屬沼澤	STRINGS.CLUSTER_NAMES.MINICLUSTER_METALLICSWAMPYSTART.NAME
CLUSTER_NAMES.MINICLUSTER_RADIOACTIVEOCEANSTART	Moonlet Cluster - Radioactive Ocean	衛星星團－輻射海洋	STRINGS.CLUSTER_NAMES.MINICLUSTER_RADIOACTIVEOCEANSTART.NAME
CLUSTER_NAMES.PREHISTORIC_BASE_CLUSTER	Relica	遺物星	STRINGS.CLUSTER_NAMES.PREHISTORIC_BASE_CLUSTER.NAME
CLUSTER_NAMES.PREHISTORIC_CLASSIC_CLUSTER	Relica Cluster	遺物星團	STRINGS.CLUSTER_NAMES.PREHISTORIC_CLASSIC_CLUSTER.NAME
CLUSTER_NAMES.PREHISTORIC_SHATTERED_CLUSTER	RelicAAAAAAAGHH Cluster	遺物阿阿阿阿ㄚㄚㄚ～～星團	STRINGS.CLUSTER_NAMES.PREHISTORIC_SHATTERED_CLUSTER.NAME
CLUSTER_NAMES.PREHISTORIC_SPACEDOUT_CLUSTER	Relica Minor Cluster	小遺物星團	STRINGS.CLUSTER_NAMES.PREHISTORIC_SPACEDOUT_CLUSTER.NAME
CLUSTER_NAMES.SANDSTONE_START_CLUSTER	Terrania Cluster	類地星團	STRINGS.CLUSTER_NAMES.SANDSTONE_START_CLUSTER.NAME
CLUSTER_NAMES.SWAMP_START_CLUSTER	Quagmiris Cluster	沼澤星團	STRINGS.CLUSTER_NAMES.SWAMP_START_CLUSTER.NAME
CLUSTER_NAMES.TWO_SMALL_WORLDS	Two Small Worlds	兩個小世界	STRINGS.CLUSTER_NAMES.TWO_SMALL_WORLDS.NAME
CLUSTER_NAMES.VANILLA_ARBORIA_CLUSTER	Arboria Cluster	喬木星團	STRINGS.CLUSTER_NAMES.VANILLA_ARBORIA_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_ARIDIO_CLUSTER	Aridio Cluster	熱帶星團	STRINGS.CLUSTER_NAMES.VANILLA_ARIDIO_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_BADLANDS_CLUSTER	The Badlands Cluster	惡地星團	STRINGS.CLUSTER_NAMES.VANILLA_BADLANDS_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_FOREST_CLUSTER	Verdante Cluster	森林星團	STRINGS.CLUSTER_NAMES.VANILLA_FOREST_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_OASIS_CLUSTER	Oasisse Cluster	綠洲星團	STRINGS.CLUSTER_NAMES.VANILLA_OASIS_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_OCEANIA_CLUSTER	Oceania Cluster	海洋星團	STRINGS.CLUSTER_NAMES.VANILLA_OCEANIA_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_SANDSTONE_CLUSTER	Terra Cluster	原初星團	STRINGS.CLUSTER_NAMES.VANILLA_SANDSTONE_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_SANDSTONE_FROZEN_CLUSTER	Rime Cluster	冰霜星團	STRINGS.CLUSTER_NAMES.VANILLA_SANDSTONE_FROZEN_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_SWAMP_CLUSTER	Squelchy Cluster	泥濘星團	STRINGS.CLUSTER_NAMES.VANILLA_SWAMP_CLUSTER.NAME
CLUSTER_NAMES.VANILLA_VOLCANIC_CLUSTER	Volcanea Cluster	火山星團	STRINGS.CLUSTER_NAMES.VANILLA_VOLCANIC_CLUSTER.NAME
CODEX.CATEGORIES	Bionic Service Station	仿生保養站	STRINGS.CODEX.CATEGORIES.BIONICBUILDING.NAME
CODEX.CATEGORIES	Critter relocator	小動物移動器	STRINGS.CODEX.CATEGORIES.CREATURERELOCATOR.NAME
CODEX.CATEGORIES	Farm Building	農場建築	STRINGS.CODEX.CATEGORIES.FARMBUILDING.NAME
CODEX.QUESTS	Improve nearby Decor	改善附近的裝飾	STRINGS.CODEX.QUESTS.CRITERIA.DECOR.NAME
CODEX.QUESTS	Deliver Food to the mailbox	運送食物到郵箱	STRINGS.CODEX.QUESTS.CRITERIA.FOODQUALITY.NAME
CODEX.QUESTS	Frozen Fossil	冰封化石	STRINGS.CODEX.QUESTS.CRITERIA.LOSTICEFOSSIL.NAME
CODEX.QUESTS	Amber Fossil	琥珀化石	STRINGS.CODEX.QUESTS.CRITERIA.LOSTRESINFOSSIL.NAME
CODEX.QUESTS	Petrified Fossil	石化化石	STRINGS.CODEX.QUESTS.CRITERIA.LOSTROCKFOSSIL.NAME
CODEX.QUESTS	Knock on door	敲敲門	STRINGS.CODEX.QUESTS.CRITERIA.NEIGHBOR.NAME
CODEX.QUESTS	Turn on festive lights	點亮節慶燈	STRINGS.CODEX.QUESTS.CRITERIA.SUPPLIEDPOWER.NAME
CODEX.QUESTS	Welcome Dinner	歡迎晚餐	STRINGS.CODEX.QUESTS.FOODQUEST.NAME
CODEX.QUESTS	Scattered Fragments	散落的碎片	STRINGS.CODEX.QUESTS.FOSSILHUNTQUEST.NAME
CODEX.QUESTS	Nice Neighborhood	好鄰居	STRINGS.CODEX.QUESTS.HIGHDECOR.NAME
CODEX.QUESTS	Greet Occupant	問候房客	STRINGS.CODEX.QUESTS.KNOCKQUEST.NAME
CODEX.QUESTS	On the Grid	在線上	STRINGS.CODEX.QUESTS.PLUGGEDIN.NAME
CODEX.ROOM_REQUIREMENT_CLASS	Category	類別	STRINGS.CODEX.ROOM_REQUIREMENT_CLASS.NAME
CODEX.STORY_TRAITS	New Species Scanned	已掃描新物種	STRINGS.CODEX.STORY_TRAITS.CRITTER_MANIPULATOR.UNLOCK_SPECIES_NOTIFICATION.NAME
CODEX.STORY_TRAITS	Fossil Fragments	化石碎片	STRINGS.CODEX.STORY_TRAITS.FOSSILHUNT.ENTITIES.FOSSIL_BITS.NAME
CODEX.STORY_TRAITS	Fossil Excavated	化石已挖掘	STRINGS.CODEX.STORY_TRAITS.FOSSILHUNT.QUEST_AVAILABLE_NOTIFICATION.NAME
CODEX.STORY_TRAITS	Fossil Data Decoded	已解碼化石資料	STRINGS.CODEX.STORY_TRAITS.FOSSILHUNT.UNLOCK_DNADATA_NOTIFICATION.NAME
CODEX.STORY_TRAITS	Data Discovered in Fossil	在化石中發現的資料	STRINGS.CODEX.STORY_TRAITS.FOSSILHUNT.UNLOCK_DNADATA_POPUP.NAME
CODEX.STORY_TRAITS	The hermit hated this food	隱士討厭這種食物	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.GIFTRESPONSE_POPUP.CRAPPYFOOD.NAME
CODEX.STORY_TRAITS	The hermit is unimpressed	隱士不為所動	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.GIFTRESPONSE_POPUP.REPEATEDFOOD.NAME
CODEX.STORY_TRAITS	The hermit loved this food	隱士喜歡這種食物	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.GIFTRESPONSE_POPUP.TASTYFOOD.NAME
CODEX.STORY_TRAITS	Mysterious Hermit	神祕隱士	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.NAME
CODEX.STORY_TRAITS	Intrigued	好奇	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.PROGRESSRESPONSE.ACQUAINTANCE.NAME
CODEX.STORY_TRAITS	Unconvinced	猶豫	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.PROGRESSRESPONSE.GOODINTRO.NAME
CODEX.STORY_TRAITS	Appreciative	感激	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.PROGRESSRESPONSE.GOODNEIGHBOR.NAME
CODEX.STORY_TRAITS	Cherished	珍惜	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.PROGRESSRESPONSE.GREATNEIGHBOR.NAME
CODEX.STORY_TRAITS	Stranger Danger	陌生人危機	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.PROGRESSRESPONSE.STRANGERDANGER.NAME
CODEX.STORY_TRAITS	Hermit Recruitment Progress	隱士招募進度	STRINGS.CODEX.STORY_TRAITS.LONELYMINION.QUESTCOMPLETE_POPUP.NAME
COLONY_ACHIEVEMENTS.ACTIVATEGEOTHERMALPLANT	Full Steam Ahead	全速前進	STRINGS.COLONY_ACHIEVEMENTS.ACTIVATEGEOTHERMALPLANT.NAME
COLONY_ACHIEVEMENTS.ASTEROID_DESTROYED	Blast Line of Defense	爆破防線	STRINGS.COLONY_ACHIEVEMENTS.ASTEROID_DESTROYED.NAME
COLONY_ACHIEVEMENTS.DISTANT_PLANET_REACHED	The Great Escape	大逃亡	STRINGS.COLONY_ACHIEVEMENTS.DISTANT_PLANET_REACHED.NAME
COLONY_ACHIEVEMENTS.FINDING_MINNOW	Better Together	攜手並進	STRINGS.COLONY_ACHIEVEMENTS.FINDING_MINNOW.NAME
COLONY_ACHIEVEMENTS.STUDY_ARTIFACTS	Cosmic Archaeology	宇宙考古	STRINGS.COLONY_ACHIEVEMENTS.STUDY_ARTIFACTS.NAME
COLONY_ACHIEVEMENTS.THRIVING	Home Sweet Home	甜蜜的家	STRINGS.COLONY_ACHIEVEMENTS.THRIVING.NAME
CREATURES.ATTRIBUTES	Accu-moo-lation	聚集度	STRINGS.CREATURES.ATTRIBUTES.BECKONINGDELTA.NAME
CREATURES.ATTRIBUTES	Reproduction Rate	繁殖率	STRINGS.CREATURES.ATTRIBUTES.FERTILITYDELTA.NAME
CREATURES.ATTRIBUTES	Incubation Rate	孵化率	STRINGS.CREATURES.ATTRIBUTES.INCUBATIONDELTA.NAME
CREATURES.ATTRIBUTES	Fruiting Speed	結果速度	STRINGS.CREATURES.ATTRIBUTES.MATURITY2DELTA.NAME
CREATURES.ATTRIBUTES	Growth Speed	成長速度	STRINGS.CREATURES.ATTRIBUTES.MATURITYDELTA.NAME
CREATURES.ATTRIBUTES	Life Cycle	生命週期	STRINGS.CREATURES.ATTRIBUTES.MATURITYMAX.NAME
CREATURES.ATTRIBUTES	Brackene Supply	鹹乳供給	STRINGS.CREATURES.ATTRIBUTES.MILKPRODUCTIONDELTA.NAME
CREATURES.ATTRIBUTES	Power Charge Loss Rate	電量流失速度	STRINGS.CREATURES.ATTRIBUTES.POWERCHARGEDELTA.NAME
CREATURES.ATTRIBUTES	Freshness	新鮮度	STRINGS.CREATURES.ATTRIBUTES.ROTDELTA.NAME
CREATURES.ATTRIBUTES	Scale Growth	鱗片生長	STRINGS.CREATURES.ATTRIBUTES.SCALEGROWTHDELTA.NAME
CREATURES.ATTRIBUTES	Viability Loss Rate	生存力損耗率	STRINGS.CREATURES.ATTRIBUTES.VIABILITYDELTA.NAME
CREATURES.ATTRIBUTES	Wildness	野性	STRINGS.CREATURES.ATTRIBUTES.WILDNESSDELTA.NAME
CREATURES.FERTILITY_MODIFIERS	Crop Tending	作物照料	STRINGS.CREATURES.FERTILITY_MODIFIERS.CROPTENDING.NAME
CREATURES.FERTILITY_MODIFIERS	Decor	裝飾度	STRINGS.CREATURES.FERTILITY_MODIFIERS.DECOR.NAME
CREATURES.FERTILITY_MODIFIERS	Diet	飲食	STRINGS.CREATURES.FERTILITY_MODIFIERS.DIET.NAME
CREATURES.FERTILITY_MODIFIERS	Habitat	棲息地	STRINGS.CREATURES.FERTILITY_MODIFIERS.LIVING_IN_ELEMENT.NAME
CREATURES.FERTILITY_MODIFIERS	Nearby Critters	附近的動物	STRINGS.CREATURES.FERTILITY_MODIFIERS.NEARBY_CREATURE.NAME
CREATURES.FERTILITY_MODIFIERS	No Nearby Critters	附近沒有動物	STRINGS.CREATURES.FERTILITY_MODIFIERS.NEARBY_CREATURE_NEG.NAME
CREATURES.FERTILITY_MODIFIERS	Temperature	溫度	STRINGS.CREATURES.FERTILITY_MODIFIERS.TEMPERATURE.NAME
CREATURES.MODIFIERS	Aging	年老的	STRINGS.CREATURES.MODIFIERS.AGE.NAME
CREATURES.MODIFIERS	Ate From Feeder	吃飼料	STRINGS.CREATURES.MODIFIERS.ATE_FROM_FEEDER.NAME
CREATURES.MODIFIERS	Tiny Baby!	小寶寶！	STRINGS.CREATURES.MODIFIERS.BABY.NAME
CREATURES.MODIFIERS	Base Reproduction	基礎繁殖度	STRINGS.CREATURES.MODIFIERS.BASE_FERTILITY.NAME
CREATURES.MODIFIERS	Base Incubation Rate	基礎孵化率	STRINGS.CREATURES.MODIFIERS.BASE_INCUBATION_RATE.NAME
CREATURES.MODIFIERS	Base production rate	基礎生產速率	STRINGS.CREATURES.MODIFIERS.BASE_PRODUCTION_RATE.NAME
CREATURES.MODIFIERS	Gnit Stung	匿蚊叮咬	STRINGS.CREATURES.MODIFIERS.CRITTER_MOSQUITO_BITE.NAME
CREATURES.MODIFIERS	Deadly Temperature	致命的溫度	STRINGS.CREATURES.MODIFIERS.CRITTER_TEMPERATURE_DEADLY.NAME
CREATURES.MODIFIERS	Uncomfortable Body Temperature	不舒服的體溫	STRINGS.CREATURES.MODIFIERS.CRITTER_TEMPERATURE_UNCOMFORTABLE.NAME
CREATURES.MODIFIERS	Cozy	舒適	STRINGS.CREATURES.MODIFIERS.CRITTERCONDOINTERACTEFFECT.NAME
CREATURES.MODIFIERS	Just Ate	剛剛吃完	STRINGS.CREATURES.MODIFIERS.DEERWELLFED.NAME
CREATURES.MODIFIERS	Happiness Decreasing	幸福度減少	STRINGS.CREATURES.MODIFIERS.DOMESTICATION_DECREASING.NAME
CREATURES.MODIFIERS	Happiness Increasing	幸福度增加	STRINGS.CREATURES.MODIFIERS.DOMESTICATION_INCREASING.NAME
CREATURES.MODIFIERS	Allergy Medication	抗過敏藥	STRINGS.CREATURES.MODIFIERS.DUPE_MOSQUITO_BITE_SUPPRESSED.NAME
CREATURES.MODIFIERS	Cuddled	抱抱的	STRINGS.CREATURES.MODIFIERS.EGGHUG.NAME
CREATURES.MODIFIERS	Quill Regrowth Rate	鱗片重生速度	STRINGS.CREATURES.MODIFIERS.ELEMENT_GROWTH_RATE.NAME
CREATURES.MODIFIERS	Escaped a Predator	逃離了捕食者	STRINGS.CREATURES.MODIFIERS.EVADED_HUNT.NAME
CREATURES.MODIFIERS	Ate a Treat	吃了美味點心	STRINGS.CREATURES.MODIFIERS.FISHFOOD.NAME
CREATURES.MODIFIERS	Regal Meal	帝王餐	STRINGS.CREATURES.MODIFIERS.GOLDBELLYWELLFED.NAME
CREATURES.MODIFIERS	Hugging Spree	擁抱狂歡	STRINGS.CREATURES.MODIFIERS.HUGGINGFRENZY.NAME
CREATURES.MODIFIERS	Missed Prey	未捕獲獵物	STRINGS.CREATURES.MODIFIERS.HUNT_FAILED.NAME
CREATURES.MODIFIERS	Welcoming Moo'd	熱情款待	STRINGS.CREATURES.MODIFIERS.HUSKYMOOFED.NAME
